HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Chromosome	Gene Family Name	UniProt ID(supplied by UniProt)
HGNC:5691	IGHVII-78-1		IGHV(II)-78-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5695	IGHVIII-2-1		IGHV(III)-2-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5702	IGHVIII-5-1		IGHV(III)-5-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5703	IGHVIII-5-2		IGHV(III)-5-2	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5692	IGHVIII-11-1		IGHV(III)-11-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5693	IGHVIII-13-1		IGHV(III)-13-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5694	IGHVIII-16-1		IGHV(III)-16-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5696	IGHVIII-22-2		IGHV(III)-22-2	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5697	IGHVIII-25-1		IGHV(III)-25-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5698	IGHVIII-26-1		IGHV(III)-26-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5699	IGHVIII-38-1		IGHV(III)-38-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5700	IGHVIII-44		IGHV(III)-44	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5701	IGHVIII-47-1		IGHV(III)-47-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5704	IGHVIII-51-1		IGHV(III)-51-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5705	IGHVIII-67-2		IGHV(III)-67-2	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5706	IGHVIII-67-3		IGHV(III)-67-3	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5707	IGHVIII-67-4		IGHV(III)-67-4	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5708	IGHVIII-76-1		IGHV(III)-76-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5709	IGHVIII-82		IGHV(III)-82	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:5710	IGHVIV-44-1		IGHV(IV)-44-1	14q32.33	Immunoglobulin heavy locus at 14q32.33	
HGNC:33847	IGIP	C5orf53	LOC492311	5q31.3		A6NJ69
HGNC:5714	IGJP1			8q21.2		
HGNC:5715	IGK	IGK@		2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5716	IGKC		HCAK1	2p11.2	Immunoglobulin kappa locus at 2p11.2	P01834
HGNC:5717	IGKDEL	IGKDE		2q11-q13		
HGNC:5719	IGKJ1		J1	2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5720	IGKJ2		J2	2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5721	IGKJ3			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5722	IGKJ4			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5723	IGKJ5			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5741	IGKV1-5			2p11.2	Immunoglobulin kappa locus at 2p11.2	P01602
HGNC:5742	IGKV1-6			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0C4DH72
HGNC:5743	IGKV1-8		IGKV18, L9	2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0C4DH67
HGNC:5744	IGKV1-9		IGKV19, L8	2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0C4DH69
HGNC:5730	IGKV1-12		IGKV112, L19	2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0C4DH73
HGNC:5731	IGKV1-13			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5732	IGKV1-16		IGKV116, L1	2p11.2	Immunoglobulin kappa locus at 2p11.2	P04430
HGNC:5733	IGKV1-17		IGKV117, A30	2p11.2	Immunoglobulin kappa locus at 2p11.2	P01599
HGNC:5734	IGKV1-22			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5735	IGKV1-27		IGKV127, A20	2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A075B6S5
HGNC:5736	IGKV1-32			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5737	IGKV1-33		IGKV133, O18	2p11.2	Immunoglobulin kappa locus at 2p11.2	P01594
HGNC:5738	IGKV1-35			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5739	IGKV1-37		IGKV137, O14	2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5740	IGKV1-39			2p11.2	Immunoglobulin kappa locus at 2p11.2	P01597
HGNC:5759	IGKV1D-8			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A087WSZ0
HGNC:5746	IGKV1D-12			2p11.2	Immunoglobulin kappa locus at 2p11.2	P01611
HGNC:5747	IGKV1D-13			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0B4J2D9
HGNC:5748	IGKV1D-16			2p11.2	Immunoglobulin kappa locus at 2p11.2	P01601
HGNC:5749	IGKV1D-17			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A075B6S4
HGNC:5750	IGKV1D-22			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5751	IGKV1D-27			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5752	IGKV1D-32			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5753	IGKV1D-33			2p11.2	Immunoglobulin kappa locus at 2p11.2	P01593
HGNC:5754	IGKV1D-35			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5755	IGKV1D-37		IGKV1D37, O4	2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5756	IGKV1D-39			2p11.2	Immunoglobulin kappa locus at 2p11.2	P04432
HGNC:5757	IGKV1D-42			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5758	IGKV1D-43			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0B4J1Z2
HGNC:5761	IGKV1OR-2	IGKVPZ2	IGKV1/OR-2	9q13	Immunoglobulin kappa (IGK) orphons	
HGNC:5762	IGKV1OR-3	IGKVPZ3	IGKV1/OR-3	9q12	Immunoglobulin kappa (IGK) orphons	
HGNC:5763	IGKV1OR-4	IGKVPZ4	IGKV1/OR-4	reserved	Immunoglobulin kappa (IGK) orphons	
HGNC:5764	IGKV1OR1-1	IGKVP1	IGKV1/OR1-1	1q21.1	Immunoglobulin kappa (IGK) orphons	
HGNC:5766	IGKV1OR2-0		IGKV1/OR2-0	2p11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5760	IGKV1OR2-1	IGKVPZ1, IGKV1OR-1	IGKV1/OR-1, IGKV1/OR2-1	2p11.1	Immunoglobulin kappa (IGK) orphons	
HGNC:49465	IGKV1OR2-2		IGKV1/OR2-2	2p11.1		
HGNC:5769	IGKV1OR2-3		IGKV1/OR2-3	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5770	IGKV1OR2-6		IGKV1/OR2-6	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5771	IGKV1OR2-9		IGKV1/OR2-9	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5768	IGKV1OR2-11		IGKV1/OR2-11	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5767	IGKV1OR2-108		IGKV1/OR2-108, IGKV1OR2108, IGO1	2q12-q14	Immunoglobulin kappa (IGK) orphons	
HGNC:37488	IGKV1OR2-118		IGKV1/OR2-118	2p11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:49473	IGKV1OR9-1		IGKV1/OR9-1	9q21.11		
HGNC:49466	IGKV1OR9-2		IGKV1/OR9-2	9p12		
HGNC:44978	IGKV1OR10-1		IGKV1/OR10-1	10q11.21	Immunoglobulin kappa (IGK) orphons	
HGNC:5765	IGKV1OR15-118	IGKVP2	IGKV1/OR-118, IGKV1/OR15-118	15 not on reference assembly	Immunoglobulin kappa (IGK) orphons	
HGNC:5772	IGKV1OR22-1	IGKVP5	IGKV1/OR22-1	22q11.1	Immunoglobulin kappa (IGK) orphons	
HGNC:5773	IGKV1OR22-5	IGKVP7, IGKV1OR22-5A	IGKV1/OR22-5, IGKV1/OR22-5A	22q11	Immunoglobulin kappa (IGK) orphons	
HGNC:37729	IGKV1ORY-1		IGKV1/ORY-1	Yq11.21	Immunoglobulin kappa (IGK) orphons	
HGNC:5788	IGKV2-4			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5776	IGKV2-10			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5777	IGKV2-14			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5778	IGKV2-18			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5779	IGKV2-19			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5780	IGKV2-23			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5781	IGKV2-24			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0C4DH68
HGNC:5782	IGKV2-26			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5783	IGKV2-28			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A075B6P5
HGNC:5784	IGKV2-29			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5785	IGKV2-30			2p11.2	Immunoglobulin kappa locus at 2p11.2	P06310
HGNC:5786	IGKV2-36			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5787	IGKV2-38			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5789	IGKV2-40			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A087WW87
HGNC:5792	IGKV2D-10			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5793	IGKV2D-14			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5794	IGKV2D-18			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5795	IGKV2D-19			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5796	IGKV2D-23			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5797	IGKV2D-24			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5798	IGKV2D-26			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0A0MRZ7
HGNC:5799	IGKV2D-28			2p11.2	Immunoglobulin kappa locus at 2p11.2	P01615
HGNC:5800	IGKV2D-29			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A075B6S2
HGNC:5801	IGKV2D-30			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A075B6S6
HGNC:5802	IGKV2D-36			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5803	IGKV2D-38			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5804	IGKV2D-40			2p11.2	Immunoglobulin kappa locus at 2p11.2	P01614
HGNC:5805	IGKV2OR2-1	IGKV2OR2-1A	IGKV2/OR2-1, IGKV2/OR2-1A	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5808	IGKV2OR2-2		IGKV2/OR2-2	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5809	IGKV2OR2-4		IGKV2/OR2-4	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5810	IGKV2OR2-7		IGKV2/OR2-7	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:37489	IGKV2OR2-7D		IGKV2/OR2-7D	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5811	IGKV2OR2-8		IGKV2/OR2-8	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5806	IGKV2OR2-10		IGKV2/OR2-10	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5812	IGKV2OR22-3	IGKVP4	IGKV2/OR22-3	22q11.1	Immunoglobulin kappa (IGK) orphons	
HGNC:5813	IGKV2OR22-4	IGKVP6	IGKV2/OR22-4	22q11.1	Immunoglobulin kappa (IGK) orphons	
HGNC:5821	IGKV3-7			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5815	IGKV3-11			2p11.2	Immunoglobulin kappa locus at 2p11.2	P04433
HGNC:5816	IGKV3-15			2p11.2	Immunoglobulin kappa locus at 2p11.2	P01624
HGNC:5817	IGKV3-20			2p11.2	Immunoglobulin kappa locus at 2p11.2	P01619
HGNC:5818	IGKV3-25			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5819	IGKV3-31			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5820	IGKV3-34			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5829	IGKV3D-7			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0C4DH55
HGNC:5823	IGKV3D-11			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0A0MRZ8
HGNC:5824	IGKV3D-15			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A087WSY6
HGNC:5825	IGKV3D-20			2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0C4DH25
HGNC:5826	IGKV3D-25			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5827	IGKV3D-31			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5828	IGKV3D-34			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5832	IGKV3OR2-5		IGKV3/OR2-5	2q11.2	Immunoglobulin kappa (IGK) orphons	
HGNC:5830	IGKV3OR2-268	IGKV268, IGKV3OR2-268A	IGKV3/OR2-268, IGKV3/OR2-268A	2p12	Immunoglobulin kappa (IGK) orphons	
HGNC:5833	IGKV3OR22-2	IGKVP3	IGKV3/OR22-2	22q11.1	Immunoglobulin kappa (IGK) orphons	
HGNC:5834	IGKV4-1		IGKV41, B3	2p11.2	Immunoglobulin kappa locus at 2p11.2	P06312
HGNC:5835	IGKV5-2		IGKV52, B2	2p11.2	Immunoglobulin kappa locus at 2p11.2	P06315
HGNC:5836	IGKV6-21		IGKV621, A26	2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0C4DH24
HGNC:5837	IGKV6D-21		IGKV6D21, A10	2p11.2	Immunoglobulin kappa locus at 2p11.2	A0A0A0MT36
HGNC:5838	IGKV6D-41			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5839	IGKV7-3			2p11.2	Immunoglobulin kappa locus at 2p11.2	
HGNC:5853	IGL	IGL@		22q11.2	Immunoglobulin lambda locus at 22q11.2	
HGNC:5855	IGLC1	IGLC		22q11.22	Immunoglobulin lambda locus at 22q11.2	P0CG04
HGNC:5856	IGLC2	IGLC		22q11.22	Immunoglobulin lambda locus at 22q11.2	P0CG05
HGNC:5857	IGLC3	IGLC		22q11.22	Immunoglobulin lambda locus at 22q11.2	P0CG06
HGNC:5858	IGLC4	IGLC		22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5859	IGLC5	IGLC		22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5860	IGLC6	IGLC		22q11.22	Immunoglobulin lambda locus at 22q11.2	P0CF74
HGNC:5861	IGLC7			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0M8Q6
HGNC:15696	IGLCOR22-1		IGLC/OR22-1	22q12.2-q12.3	Immunoglobulin lambda (IGL) orphons	
HGNC:15697	IGLCOR22-2		IGLC/OR22-2	22q12.2-q12.3	Immunoglobulin lambda (IGL) orphons	
HGNC:5863	IGLJ1			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5864	IGLJ2			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5865	IGLJ3			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5866	IGLJ4			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5867	IGLJ5			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5868	IGLJ6			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5869	IGLJ7			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:28614	IGLJCOR18		IGLJ-COR18, IGLJ-C/OR18	18p11.31	Immunoglobulin lambda (IGL) orphons	
HGNC:5870	IGLL1	IGLL	IGVPB, IGL5, 14.1, CD179B	22q11.23	C1-set domain containing|CD molecules	P15814
HGNC:5871	IGLL2P	IGLL2	FLAMBDA1, 16.2, IGLL1P	22q11.23		
HGNC:5872	IGLL3P	IGLL3	16.1	22q11.23		
HGNC:38475	IGLL4P	IGLL4		22q11.21		
HGNC:38476	IGLL5			22q11.22	C1-set domain containing	B9A064
HGNC:34550	IGLON5		LOC402665	19q13.41	V-set domain containing|Immunoglobulin like domain containing|IgLON cell adhesion molecules	A6NGN9
HGNC:5873	IGLP1			6p21.3		
HGNC:5874	IGLP2			6p21.3		
HGNC:5876	IGLV1-36			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A0B4J1U3
HGNC:5877	IGLV1-40			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01703
HGNC:5878	IGLV1-41			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5879	IGLV1-44			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01699
HGNC:5880	IGLV1-47			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01700
HGNC:5881	IGLV1-50			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5882	IGLV1-51			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01701
HGNC:5883	IGLV1-62			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5894	IGLV2-5			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5895	IGLV2-8			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01709
HGNC:5887	IGLV2-11			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01706
HGNC:5888	IGLV2-14			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01704
HGNC:5889	IGLV2-18			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6J9
HGNC:5890	IGLV2-23			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01705
HGNC:5891	IGLV2-28			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5892	IGLV2-33			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5893	IGLV2-34			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5896	IGLV3-1			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01715
HGNC:5904	IGLV3-2			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5915	IGLV3-4			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5916	IGLV3-6			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5917	IGLV3-7			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5918	IGLV3-9			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5897	IGLV3-10			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6K4
HGNC:5898	IGLV3-12			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6K2
HGNC:5899	IGLV3-13			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5900	IGLV3-15			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5901	IGLV3-16			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6K0
HGNC:5902	IGLV3-17			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5903	IGLV3-19			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01714
HGNC:5905	IGLV3-21			22q11.22	Immunoglobulin lambda locus at 22q11.2	P80748
HGNC:5906	IGLV3-22			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6J6
HGNC:5907	IGLV3-24			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5908	IGLV3-25			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01717
HGNC:5909	IGLV3-26			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5910	IGLV3-27			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01718
HGNC:5911	IGLV3-29			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5912	IGLV3-30			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5913	IGLV3-31			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5914	IGLV3-32			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5919	IGLV4-3			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6K6
HGNC:5920	IGLV4-60			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6I1
HGNC:5921	IGLV4-69			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6H9
HGNC:5922	IGLV5-37			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6J1
HGNC:5923	IGLV5-39			22q11.2 alternate reference locus	Immunoglobulin lambda locus at 22q11.2	A0A0G2JS06
HGNC:5924	IGLV5-45			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A087WSX0
HGNC:5925	IGLV5-48			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5926	IGLV5-52			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A0A0MRZ9
HGNC:5927	IGLV6-57			22q11.22	Immunoglobulin lambda locus at 22q11.2	P01721
HGNC:5928	IGLV7-35			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5929	IGLV7-43			22q11.22	Immunoglobulin lambda locus at 22q11.2	P04211
HGNC:5930	IGLV7-46			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6I9
HGNC:5931	IGLV8-61			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6I0
HGNC:5932	IGLV8OR8-1		IGLV8/OR8-1	8q11.21	Immunoglobulin lambda (IGL) orphons	
HGNC:5933	IGLV9-49			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A0B4J1Y8
HGNC:5884	IGLV10-54			22q11.22	Immunoglobulin lambda locus at 22q11.2	A0A075B6I4
HGNC:5885	IGLV10-67			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5886	IGLV11-55			22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5934	IGLVI-20		IGLV(I)-20	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5935	IGLVI-38		IGLV(I)-38	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5936	IGLVI-42		IGLV(I)-42	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5937	IGLVI-56		IGLV(I)-56	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5938	IGLVI-63		IGLV(I)-63	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5939	IGLVI-68		IGLV(I)-68	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5940	IGLVI-70		IGLV(I)-70	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5941	IGLVIV-53		IGLV(IV)-53	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5942	IGLVIV-59		IGLV(IV)-59	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5943	IGLVIV-64		IGLV(IV)-64	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5944	IGLVIV-65		IGLV(IV)-65	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:15692	IGLVIV-66-1		IGLV(IV)-66-1	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:15694	IGLVIVOR22-1		IGLV(IV)/OR22-1	22q11.2-q12.1	Immunoglobulin lambda (IGL) orphons	
HGNC:15695	IGLVIVOR22-2		IGLV(IV)/OR22-2	22q12.2-q12.3	Immunoglobulin lambda (IGL) orphons	
HGNC:5945	IGLVV-58		IGLV(V)-58	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5946	IGLVV-66		IGLV(V)-66	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:15689	IGLVVI-22-1		IGLV(VI)-22-1	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:15690	IGLVVI-25-1		IGLV(VI)-25-1	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:15691	IGLVVII-41-1		IGLV(VII)-41-1	22q11.22	Immunoglobulin lambda locus at 22q11.2	
HGNC:5948	IGSF1		KIAA0364, IGDC1, IGCD1, INHBP, MGC75490, PGSF2	Xq25	Immunoglobulin like domain containing	Q8N6C5
HGNC:5950	IGSF3		V8, EWI-3, MGC117164	1p13.1	V-set domain containing|Immunoglobulin like domain containing	O75054
HGNC:5952	IGSF5		JAM4	21q22.2	I-set domain containing|Immunoglobulin like domain containing	Q9NSI5
HGNC:5953	IGSF6		DORA	16p12.2	V-set domain containing	O95976
HGNC:17813	IGSF8		CD81P3, EWI2, PGRL, CD316	1q23.2	CD molecules|V-set domain containing	Q969P0
HGNC:18132	IGSF9		KIAA1355, Nrt1, IGSF9A	1q23.2	I-set domain containing|Immunoglobulin like domain containing|Fibronectin type III domain containing	Q9P2J2
HGNC:32326	IGSF9B		KIAA1030	11q25	I-set domain containing|V-set domain containing|Immunoglobulin like domain containing|Fibronectin type III domain containing	Q9UPX0
HGNC:26384	IGSF10		FLJ25972, CMF608	3q25.1	I-set domain containing	Q6WRI0
HGNC:16669	IGSF11		BT-IgSF, MGC35227, Igsf13, VSIG3, CT119	3q13.32	I-set domain containing	Q5DX21
HGNC:40777	IGSF11-AS1			3q13.32		
HGNC:28246	IGSF21		MGC15730, RP11-121A23.1	1p36.13	V-set domain containing|Immunoglobulin like domain containing	Q96ID5
HGNC:26750	IGSF22		FLJ37794, IGFN2	11p15.1	I-set domain containing|Fibronectin type III domain containing	Q8N9C0
HGNC:40040	IGSF23			19q13.31	Immunoglobulin like domain containing	A1L1A6
HGNC:5954	IHG1	IHG		X		
HGNC:5956	IHH		HHG2, BDA1	2q35		Q14623
HGNC:5958	IK		RED, RER	5q31.3		Q13123
HGNC:26430	IKBIP		FLJ31051, IKIP	12q23.1		Q70UQ0
HGNC:5959	IKBKAP	DYS	IKAP, TOT1, ELP1, IKI3	9q31.3	Elongator acetyltransferase complex 	O95163
HGNC:5960	IKBKB		IKK2, NFKBIKB, IKK-beta, IKKB	8p11.21		O14920
HGNC:14552	IKBKE		IKKE, IKK-i, KIAA0151	1q32.1		Q14164
HGNC:5961	IKBKG	IP2, IP1	IKK-gamma, NEMO, Fip3p, FIP-3, FIP3, ZC2HC9	Xq28	Zinc fingers C2HC-type	Q9Y6K9
HGNC:24455	IKBKGP1	IKBKGP	deltaNEMO	Xq28		
HGNC:13176	IKZF1	ZNFN1A1	hIk-1, LyF-1, Hs.54452, IKAROS, PPP1R92	7p12.2	Protein phosphatase 1 regulatory subunits|Zinc fingers C2H2-type	Q13422
HGNC:13177	IKZF2	ZNFN1A2	Helios	2q34	Zinc fingers C2H2-type	Q9UKS7
HGNC:13178	IKZF3	ZNFN1A3	Aiolos	17q12-q21.1	Zinc fingers C2H2-type	Q9UKT9
HGNC:13179	IKZF4	ZNFN1A4	Eos	12q13.2	Zinc fingers C2H2-type	Q9H2S9
HGNC:14283	IKZF5	ZNFN1A5	Pegasus, FLJ22973	10q26.13	Zinc fingers C2H2-type	Q9H5V7
HGNC:5991	IL1A	IL1	IL1F1, IL-1A, IL1-ALPHA	2q14.1	Endogenous ligands|Interleukins	P01583
